Type [validation category](max length)                TableName.ColumnName
bool                                                  ProductStructure.Sys_Incomplete
string? (50)                                          ProductStructure.TariffFilter
int                                                   ProductStructureFolder.ProductStructureFolderId
string?                                               ProductStructureFolder.ProductIdExternal
string (250)                                          ProductStructureFolder.Name
int?                                                  ProductStructureFolder.Parent_ProductStructureFolderId
int?                                                  ProductStructureFolder.ProductId
int                                                   ProductStructureFolder.SortOrder
bool                                                  ProductStructureFolder.Sys_Deactivated
bool                                                  ProductStructureFolder.Sys_Historic
bool                                                  ProductStructureFolder.Sys_Incomplete
int                                                   ProductSupplierIndustryType.ProductSupplierIndustryTypeId
string?                                               ProductSupplierIndustryType.ProductSupplierIndustryTypeIdExternal
string?                                               ProductSupplierIndustryType.ProductIdExternal
string?                                               ProductSupplierIndustryType.SupplierIndustryTypeIdExternal
decimal?                                              ProductSupplierIndustryType.AdditionalCost
decimal?                                              ProductSupplierIndustryType.CostPriceOverride
int?                                                  ProductSupplierIndustryType.DiscountGroupId
bool?                                                 ProductSupplierIndustryType.Inactive
decimal?                                              ProductSupplierIndustryType.ListPrice
bool?                                                 ProductSupplierIndustryType.NormallyOnStock
string? [MultilineText]                               ProductSupplierIndustryType.Note
int?                                                  ProductSupplierIndustryType.ProductId
string? (100)                                         ProductSupplierIndustryType.ProductName
short?                                                ProductSupplierIndustryType.SupplierIndustryTypeId
string? (50)                                          ProductSupplierIndustryType.SupplierProductNumber
bool                                                  ProductSupplierIndustryType.Sys_Deactivated
bool                                                  ProductSupplierIndustryType.Sys_Historic
bool                                                  ProductSupplierIndustryType.Sys_Incomplete
ProductSourceEnum?                                    ProductSupplierIndustryType.Enum_ProductSourceId
bool                                                  ProductSupplierIndustryType.Ext_Sys_Deactivated
string                                                ProductSupplierIndustryType.Ext_ExternalId
string                                                ProductSupplierIndustryType.Ext_In_Error_MsgNO
string                                                ProductSupplierIndustryType.Ext_In_Error_MsgEN
string                                                ProductSupplierIndustryType.Ext_In_Error_TraceId
string                                                ProductSupplierIndustryType.Ext_In_Error_TechDetail
string                                                ProductSupplierIndustryType.Ext_In_Error_FixLink
bool                                                  ProductSupplierIndustryType.Ext_In_Error_SetOK
DateTime                                              ProductSupplierIndustryType.Ext_In_LastSyncUTC
string                                                ProductSupplierIndustryType.Ext_Out_Error_MsgNO
string                                                ProductSupplierIndustryType.Ext_Out_Error_MsgEN
string                                                ProductSupplierIndustryType.Ext_Out_Error_TraceId
string                                                ProductSupplierIndustryType.Ext_Out_Error_TechDetail
string                                                ProductSupplierIndustryType.Ext_Out_Error_FixLink
bool                                                  ProductSupplierIndustryType.Ext_Out_Error_SetOK
DateTime                                              ProductSupplierIndustryType.Ext_Out_LastSyncUTC
--> ExternalSystemProductSupplierIndustryType[]       ProductSupplierIndustryType.ExternalSystemProductSupplierIndustryTypes
int                                                   ProductSync.ProductSyncId
string?                                               ProductSync.SupplierIndustryTypeIdExternal
bool                                                  ProductSync.AbortRequested
string? [MultilineText](50)                           ProductSync.Description
short                                                 ProductSync.ExternalSystemId
string? (50)                                          ProductSync.FullProductNumberFrom
string? (50)                                          ProductSync.FullProductNumberTo
int?                                                  ProductSync.LastTransferMilliseconds
int?                                                  ProductSync.LastTransferredId
string (50)                                           ProductSync.ProductNumberFrom
string (50)                                           ProductSync.ProductNumberTo
int?                                                  ProductSync.Progress
int?                                                  ProductSync.ProgressTargetCount
string? [MultilineText](50)                           ProductSync.StatusDescription
short                                                 ProductSync.SupplierIndustryTypeId
bool                                                  ProductSync.Sys_Deactivated
bool                                                  ProductSync.Sys_Historic
bool                                                  ProductSync.Sys_Incomplete
SyncStatusEnum?                                       ProductSync.Enum_SyncStatusId
int                                                   Project.ProjectId
string?                                               Project.ProjectIdExternal
string?                                               Project.AssignmentCategoryId_1External
string?                                               Project.AssignmentCategoryId_2External
string?                                               Project.AssignmentCategoryId_3External
string?                                               Project.AssignmentCategoryIdExternal
string?                                               Project.Budget_DimensionIdExternal
string?                                               Project.CaseHandler_EmployeeIdExternal
string?                                               Project.CustomerIdExternal
string?                                               Project.Default_InvoiceTemplateIdExternal
string?                                               Project.DepartmentIdExternal
string?                                               Project.Invoice_CustomerIdExternal
string?                                               Project.InvoiceLayoutIdExternal
string?                                               Project.ParentProjectIdExternal
string?                                               Project.PaymentTermIdExternal
string?                                               Project.ProductAgreementGroupIdExternal
string?                                               Project.ProjectGroupId_1External
string?                                               Project.ProjectGroupIdExternal
string?                                               Project.ProjectTypeIdExternal
string?                                               Project.ServiceAgreementIdExternal
string?                                               Project.StorageIdExternal
int?                                                  Project.AssignmentCategoryId
int?                                                  Project.AssignmentCategoryId_1
int?                                                  Project.AssignmentCategoryId_2
int?                                                  Project.AssignmentCategoryId_3
int?                                                  Project.Budget_DimensionId
int?                                                  Project.CaseHandler_EmployeeId
string? (50)                                          Project.Code
int?                                                  Project.CustomerId
string? (50)                                          Project.CustomersReference
short?                                                Project.Default_InvoiceTemplateId
short?                                                Project.DepartmentId
string? [MultilineText](500)                          Project.Description
DateTime?                                             Project.EndDateUTC
decimal?                                              Project.EstimatedCompletionPercentage
decimal?                                              Project.EstimatedTotalHours
decimal?                                              Project.FixedPrice
bool                                                  Project.Internal
int?                                                  Project.Invoice_CustomerId
int?                                                  Project.InvoiceLayoutId
bool                                                  Project.InvoiceReserveSumAllAssignment
decimal?                                              Project.MarginPercent
string? (100)                                         Project.Name
string? [MultilineText]                               Project.Note
int?                                                  Project.ParentProjectId
byte?                                                 Project.PaymentTermId
int?                                                  Project.ProductAgreementGroupId
bool                                                  Project.ProjectAssessment
DateTime?                                             Project.ProjectDateTimeUTC
short?                                                Project.ProjectGroupId
short?                                                Project.ProjectGroupId_1
byte?                                                 Project.ProjectTypeId
string? (500)                                         Project.Reference
decimal?                                              Project.RiskMarginPercent
short?                                                Project.ServiceAgreementId
DateTime?                                             Project.StartDateUTC
short?                                                Project.StorageId
bool                                                  Project.Sys_Deactivated
bool                                                  Project.Sys_Historic
bool                                                  Project.Sys_Incomplete
bool                                                  Project.UseCustomerDefaultsFirst
DateTime?                                             Project.WarrantyDateUTC
ProjectAssessmentTypeEnum                             Project.Enum_ProjectAssessmentTypeId
ProjectStatusEnum                                     Project.Enum_ProjectStatusId
bool                                                  Project.Ext_Sys_Deactivated
string                                                Project.Ext_ExternalId
string                                                Project.Ext_In_Error_MsgNO
string                                                Project.Ext_In_Error_MsgEN
string                                                Project.Ext_In_Error_TraceId
string                                                Project.Ext_In_Error_TechDetail
string                                                Project.Ext_In_Error_FixLink
bool                                                  Project.Ext_In_Error_SetOK
DateTime                                              Project.Ext_In_LastSyncUTC
string                                                Project.Ext_Out_Error_MsgNO
string                                                Project.Ext_Out_Error_MsgEN
string                                                Project.Ext_Out_Error_TraceId
string                                                Project.Ext_Out_Error_TechDetail
string                                                Project.Ext_Out_Error_FixLink
bool                                                  Project.Ext_Out_Error_SetOK
DateTime                                              Project.Ext_Out_LastSyncUTC
--> Contact                                           Project.Contact
--> ExternalSystemProject[]                           Project.ExternalSystemProjects
--> ProjectAttachment[]                               Project.ProjectAttachments
int                                                   ProjectAccount.ProjectAccountId
string?                                               ProjectAccount.ProjectAccountIdExternal
int?                                                  ProjectAccount.AccountNumber
int?                                                  ProjectAccount.Assessment_ProjectAccountReportCategoryId
bool                                                  ProjectAccount.BudgetUse
string [MultilineText](100)                           ProjectAccount.Description
byte                                                  ProjectAccount.ProjectAccountCategoryId
int?                                                  ProjectAccount.Summary_ProjectAccountReportCategoryId
bool                                                  ProjectAccount.Sys_Deactivated
bool                                                  ProjectAccount.Sys_Historic
bool                                                  ProjectAccount.Sys_Incomplete
bool                                                  ProjectAccount.Ext_Sys_Deactivated
string                                                ProjectAccount.Ext_ExternalId
string                                                ProjectAccount.Ext_In_Error_MsgNO
string                                                ProjectAccount.Ext_In_Error_MsgEN
string                                                ProjectAccount.Ext_In_Error_TraceId
string                                                ProjectAccount.Ext_In_Error_TechDetail
string                                                ProjectAccount.Ext_In_Error_FixLink
bool                                                  ProjectAccount.Ext_In_Error_SetOK
DateTime                                              ProjectAccount.Ext_In_LastSyncUTC
string                                                ProjectAccount.Ext_Out_Error_MsgNO
string                                                ProjectAccount.Ext_Out_Error_MsgEN
string                                                ProjectAccount.Ext_Out_Error_TraceId
string                                                ProjectAccount.Ext_Out_Error_TechDetail
string                                                ProjectAccount.Ext_Out_Error_FixLink
bool                                                  ProjectAccount.Ext_Out_Error_SetOK
DateTime                                              ProjectAccount.Ext_Out_LastSyncUTC
--> ExternalSystemProjectAccount[]                    ProjectAccount.ExternalSystemProjectAccounts
byte                                                  ProjectAccountCategory.ProjectAccountCategoryId
string [MultilineText](100)                           ProjectAccountCategory.Description
bool                                                  ProjectAccountCategory.InvoiceOnly
bool                                                  ProjectAccountCategory.Sys_Deactivated
bool                                                  ProjectAccountCategory.Sys_Historic
bool                                                  ProjectAccountCategory.Sys_Incomplete
ProjectAccountCategoryTypeEnum                        ProjectAccountCategory.Enum_ProjectAccountCategoryTypeId
int                                                   ProjectAccountReportCategory.ProjectAccountReportCategoryId
string [MultilineText](100)                           ProjectAccountReportCategory.Description
string? (100)                                         ProjectAccountReportCategory.ReportText
bool                                                  ProjectAccountReportCategory.Sys_Deactivated
bool                                                  ProjectAccountReportCategory.Sys_Historic
bool                                                  ProjectAccountReportCategory.Sys_Incomplete
short                                                 ProjectAccountReportCategoryType.ProjectAccountReportCategoryTypeId
string [MultilineText](100)                           ProjectAccountReportCategoryType.Description
string? (100)                                         ProjectAccountReportCategoryType.ReportText
bool                                                  ProjectAccountReportCategoryType.Sys_Deactivated
bool                                                  ProjectAccountReportCategoryType.Sys_Historic
bool                                                  ProjectAccountReportCategoryType.Sys_Incomplete
--> ProjectAccountReportCategory[]                    ProjectAccountReportCategoryType.ProjectAccountReportCategories
int                                                   ProjectAttachment.ProjectAttachmentId
string?                                               ProjectAttachment.AttachmentIdExternal
string?                                               ProjectAttachment.ProjectIdExternal
int                                                   ProjectAttachment.AttachmentId
bool                                                  ProjectAttachment.Sys_Deactivated
bool                                                  ProjectAttachment.Sys_Historic
bool                                                  ProjectAttachment.Sys_Incomplete
short                                                 ProjectGroup.ProjectGroupId
string?                                               ProjectGroup.ProjectGroupIdExternal
string (50)                                           ProjectGroup.Code
byte                                                  ProjectGroup.ColumnNo
string (100)                                          ProjectGroup.Name
bool                                                  ProjectGroup.Sys_Deactivated
bool                                                  ProjectGroup.Sys_Historic
bool                                                  ProjectGroup.Sys_Incomplete
bool                                                  ProjectGroup.Ext_Sys_Deactivated
string                                                ProjectGroup.Ext_ExternalId
string                                                ProjectGroup.Ext_In_Error_MsgNO
string                                                ProjectGroup.Ext_In_Error_MsgEN
string                                                ProjectGroup.Ext_In_Error_TraceId
string                                                ProjectGroup.Ext_In_Error_TechDetail
string                                                ProjectGroup.Ext_In_Error_FixLink
bool                                                  ProjectGroup.Ext_In_Error_SetOK
DateTime                                              ProjectGroup.Ext_In_LastSyncUTC
string                                                ProjectGroup.Ext_Out_Error_MsgNO
string                                                ProjectGroup.Ext_Out_Error_MsgEN
string                                                ProjectGroup.Ext_Out_Error_TraceId
string                                                ProjectGroup.Ext_Out_Error_TechDetail
string                                                ProjectGroup.Ext_Out_Error_FixLink
bool                                                  ProjectGroup.Ext_Out_Error_SetOK
DateTime                                              ProjectGroup.Ext_Out_LastSyncUTC
--> ExternalSystemProjectGroup[]                      ProjectGroup.ExternalSystemProjectGroups
int                                                   ProjectPeriod.ProjectPeriodId
string?                                               ProjectPeriod.ProjectPeriodIdExternal
string? [MultilineText](200)                          ProjectPeriod.Description
DateTime                                              ProjectPeriod.EndDate
byte                                                  ProjectPeriod.PeriodNumber
short                                                 ProjectPeriod.PeriodYear
DateTime?                                             ProjectPeriod.StartDate
bool                                                  ProjectPeriod.Sys_Deactivated
bool                                                  ProjectPeriod.Sys_Historic
bool                                                  ProjectPeriod.Sys_Incomplete
bool                                                  ProjectPeriod.Ext_Sys_Deactivated
string                                                ProjectPeriod.Ext_ExternalId
string                                                ProjectPeriod.Ext_In_Error_MsgNO
string                                                ProjectPeriod.Ext_In_Error_MsgEN
string                                                ProjectPeriod.Ext_In_Error_TraceId
string                                                ProjectPeriod.Ext_In_Error_TechDetail
string                                                ProjectPeriod.Ext_In_Error_FixLink
bool                                                  ProjectPeriod.Ext_In_Error_SetOK
DateTime                                              ProjectPeriod.Ext_In_LastSyncUTC
string                                                ProjectPeriod.Ext_Out_Error_MsgNO
string                                                ProjectPeriod.Ext_Out_Error_MsgEN
string                                                ProjectPeriod.Ext_Out_Error_TraceId
string                                                ProjectPeriod.Ext_Out_Error_TechDetail
string                                                ProjectPeriod.Ext_Out_Error_FixLink
bool                                                  ProjectPeriod.Ext_Out_Error_SetOK
DateTime                                              ProjectPeriod.Ext_Out_LastSyncUTC
--> ExternalSystemProjectPeriod[]                     ProjectPeriod.ExternalSystemProjectPeriods
short                                                 ProjectProductAgreement.ProjectProductAgreementId
string?                                               ProjectProductAgreement.ProductAgreementIdExternal
string?                                               ProjectProductAgreement.ProjectIdExternal
short?                                                ProjectProductAgreement.Number
byte                                                  ProjectProductAgreement.Priority
short                                                 ProjectProductAgreement.ProductAgreementId
int                                                   ProjectProductAgreement.ProjectId
bool                                                  ProjectProductAgreement.Sys_Deactivated
bool                                                  ProjectProductAgreement.Sys_Historic
bool                                                  ProjectProductAgreement.Sys_Incomplete
short                                                 ProjectPurchaseAgreement.ProjectPurchaseAgreementId
string?                                               ProjectPurchaseAgreement.ProjectIdExternal
byte                                                  ProjectPurchaseAgreement.Priority
int                                                   ProjectPurchaseAgreement.ProjectId
short                                                 ProjectPurchaseAgreement.PurchaseAgreementId
bool                                                  ProjectPurchaseAgreement.Sys_Deactivated
bool                                                  ProjectPurchaseAgreement.Sys_Historic
bool                                                  ProjectPurchaseAgreement.Sys_Incomplete
short                                                 ProjectReport.ProjectReportId
string?                                               ProjectReport.ProjectReportIdExternal
string [MultilineText](100)                           ProjectReport.Description
short?                                                ProjectReport.ProjectReportNumber
bool                                                  ProjectReport.Sys_Deactivated
bool                                                  ProjectReport.Sys_Historic
bool                                                  ProjectReport.Sys_Incomplete
bool                                                  ProjectReport.Ext_Sys_Deactivated
string                                                ProjectReport.Ext_ExternalId
string                                                ProjectReport.Ext_In_Error_MsgNO
string                                                ProjectReport.Ext_In_Error_MsgEN
string                                                ProjectReport.Ext_In_Error_TraceId
string                                                ProjectReport.Ext_In_Error_TechDetail
string                                                ProjectReport.Ext_In_Error_FixLink
bool                                                  ProjectReport.Ext_In_Error_SetOK
DateTime                                              ProjectReport.Ext_In_LastSyncUTC
string                                                ProjectReport.Ext_Out_Error_MsgNO
string                                                ProjectReport.Ext_Out_Error_MsgEN
string                                                ProjectReport.Ext_Out_Error_TraceId
string                                                ProjectReport.Ext_Out_Error_TechDetail
string                                                ProjectReport.Ext_Out_Error_FixLink
bool                                                  ProjectReport.Ext_Out_Error_SetOK
DateTime                                              ProjectReport.Ext_Out_LastSyncUTC
--> ExternalSystemProjectReport[]                     ProjectReport.ExternalSystemProjectReports
--> ProjectReportDetail[]                             ProjectReport.ProjectReportDetails
short                                                 ProjectReportDetail.ProjectReportDetailId
string?                                               ProjectReportDetail.ProjectReportDetailIdExternal
string?                                               ProjectReportDetail.ProjectReportIdExternal
int?                                                  ProjectReportDetail.FromNumber
string? (250)                                         ProjectReportDetail.ReportText
int                                                   ProjectReportDetail.SortOrder
byte?                                                 ProjectReportDetail.SumLevel
bool                                                  ProjectReportDetail.SumLevelReset
bool                                                  ProjectReportDetail.Sys_Deactivated
bool                                                  ProjectReportDetail.Sys_Historic
bool                                                  ProjectReportDetail.Sys_Incomplete
int?                                                  ProjectReportDetail.ToNumber
ProjectReportDetailTypeEnum                           ProjectReportDetail.Enum_ProjectReportDetailTypeId
bool                                                  ProjectReportDetail.Ext_Sys_Deactivated
string                                                ProjectReportDetail.Ext_ExternalId
string                                                ProjectReportDetail.Ext_In_Error_MsgNO
string                                                ProjectReportDetail.Ext_In_Error_MsgEN
string                                                ProjectReportDetail.Ext_In_Error_TraceId
string                                                ProjectReportDetail.Ext_In_Error_TechDetail
string                                                ProjectReportDetail.Ext_In_Error_FixLink
bool                                                  ProjectReportDetail.Ext_In_Error_SetOK
DateTime                                              ProjectReportDetail.Ext_In_LastSyncUTC
string                                                ProjectReportDetail.Ext_Out_Error_MsgNO
string                                                ProjectReportDetail.Ext_Out_Error_MsgEN
string                                                ProjectReportDetail.Ext_Out_Error_TraceId
string                                                ProjectReportDetail.Ext_Out_Error_TechDetail
string                                                ProjectReportDetail.Ext_Out_Error_FixLink
bool                                                  ProjectReportDetail.Ext_Out_Error_SetOK
DateTime                                              ProjectReportDetail.Ext_Out_LastSyncUTC
--> ExternalSystemProjectReportDetail[]               ProjectReportDetail.ExternalSystemProjectReportDetails
byte                                                  ProjectType.ProjectTypeId
string?                                               ProjectType.ProjectTypeIdExternal
string (50)                                           ProjectType.Code
string (100)                                          ProjectType.Name
bool                                                  ProjectType.Sys_Deactivated
bool                                                  ProjectType.Sys_Historic
bool                                                  ProjectType.Sys_Incomplete
bool                                                  ProjectType.Ext_Sys_Deactivated
string                                                ProjectType.Ext_ExternalId
string                                                ProjectType.Ext_In_Error_MsgNO
string                                                ProjectType.Ext_In_Error_MsgEN
string                                                ProjectType.Ext_In_Error_TraceId
string                                                ProjectType.Ext_In_Error_TechDetail
string                                                ProjectType.Ext_In_Error_FixLink
bool                                                  ProjectType.Ext_In_Error_SetOK
DateTime                                              ProjectType.Ext_In_LastSyncUTC
string                                                ProjectType.Ext_Out_Error_MsgNO
string                                                ProjectType.Ext_Out_Error_MsgEN
string                                                ProjectType.Ext_Out_Error_TraceId
string                                                ProjectType.Ext_Out_Error_TechDetail
string                                                ProjectType.Ext_Out_Error_FixLink
bool                                                  ProjectType.Ext_Out_Error_SetOK
DateTime                                              ProjectType.Ext_Out_LastSyncUTC
--> ExternalSystemProjectType[]                       ProjectType.ExternalSystemProjectTypes
short                                                 PurchaseAgreement.PurchaseAgreementId
string? (50)                                          PurchaseAgreement.AgreementCode
string [MultilineText](100)                           PurchaseAgreement.Description
bool                                                  PurchaseAgreement.Sys_Deactivated
bool                                                  PurchaseAgreement.Sys_Historic
bool                                                  PurchaseAgreement.Sys_Incomplete
--> PurchaseAgreementDiscountGroup[]                  PurchaseAgreement.PurchaseAgreementDiscountGroups
--> PurchaseAgreementDiscountProduct[]                PurchaseAgreement.PurchaseAgreementDiscountProducts
int                                                   PurchaseAgreementDiscountGroup.PurchaseAgreementDiscountGroupId
string? [MultilineText](100)                          PurchaseAgreementDiscountGroup.Description
int                                                   PurchaseAgreementDiscountGroup.DiscountGroupId
decimal?                                              PurchaseAgreementDiscountGroup.ListPriceDiscountPercent
decimal?                                              PurchaseAgreementDiscountGroup.SurchargePercent
bool                                                  PurchaseAgreementDiscountGroup.Sys_Deactivated
bool                                                  PurchaseAgreementDiscountGroup.Sys_Historic
bool                                                  PurchaseAgreementDiscountGroup.Sys_Incomplete
int                                                   PurchaseAgreementDiscountProduct.PurchaseAgreementDiscountProductId
string?                                               PurchaseAgreementDiscountProduct.ProductSupplierIndustryTypeIdExternal
decimal?                                              PurchaseAgreementDiscountProduct.FixedCostPrice
decimal?                                              PurchaseAgreementDiscountProduct.ListPriceDiscountPercent
int?                                                  PurchaseAgreementDiscountProduct.ProductSupplierIndustryTypeId
decimal?                                              PurchaseAgreementDiscountProduct.SurchargePercent
bool                                                  PurchaseAgreementDiscountProduct.Sys_Deactivated
bool                                                  PurchaseAgreementDiscountProduct.Sys_Historic
bool                                                  PurchaseAgreementDiscountProduct.Sys_Incomplete
int                                                   PurchaseOrder.PurchaseOrderId
string?                                               PurchaseOrder.AssignmentIdExternal
string?                                               PurchaseOrder.StorageIdExternal
string?                                               PurchaseOrder.SupplierIndustryTypeIdExternal
int?                                                  PurchaseOrder.AssignmentId
DateTime?                                             PurchaseOrder.CompletelyCheckedInDateUTC
string? (100)                                         PurchaseOrder.DeliveryAddress
DateTime?                                             PurchaseOrder.DeliveryDateTimeUTC
string? (100)                                         PurchaseOrder.DeliveryName
string? (50)                                          PurchaseOrder.DeliveryPostalNumber
string? (50)                                          PurchaseOrder.DeliveryPostalPlace
string? (250)                                         PurchaseOrder.Message
DateTime?                                             PurchaseOrder.OrderDate
string? (50)                                          PurchaseOrder.OurReference
string? (50)                                          PurchaseOrder.PackageText
int?                                                  PurchaseOrder.PurchaseOrderNumber
short?                                                PurchaseOrder.StorageId
short?                                                PurchaseOrder.SupplierIndustryTypeId
string? (50)                                          PurchaseOrder.SupplierOrderNumber
bool                                                  PurchaseOrder.Sys_Deactivated
bool                                                  PurchaseOrder.Sys_Historic
bool                                                  PurchaseOrder.Sys_Incomplete
DeliveryStatusEnum                                    PurchaseOrder.Enum_DeliveryStatusId
PurchaseOrderCommStatusEnum                           PurchaseOrder.Enum_PurchaseOrderCommStatusId
--> PurchaseOrderLine[]                               PurchaseOrder.PurchaseOrderLines
int                                                   PurchaseOrderLine.PurchaseOrderLineId
string?                                               PurchaseOrderLine.ProductIdExternal
string?                                               PurchaseOrderLine.ProductSupplierIndustryTypeIdExternal
decimal?                                              PurchaseOrderLine.AlreadyCheckedInQuantity
decimal?                                              PurchaseOrderLine.ChargeCost
decimal?                                              PurchaseOrderLine.ChargeCostPercent
decimal?                                              PurchaseOrderLine.CheckInQuantityNow
decimal?                                              PurchaseOrderLine.CostPriceExpected
DateTime?                                             PurchaseOrderLine.DeliveryDate
DateTime?                                             PurchaseOrderLine.DeliveryDateRest
decimal?                                              PurchaseOrderLine.Discount
decimal?                                              PurchaseOrderLine.DiscountPercent
decimal?                                              PurchaseOrderLine.ExtraCost
decimal?                                              PurchaseOrderLine.ExtraCostPercent
decimal?                                              PurchaseOrderLine.LineAmount
decimal?                                              PurchaseOrderLine.LineAmountExpected
int?                                                  PurchaseOrderLine.LineNumber
int                                                   PurchaseOrderLine.ProductId
string (250)                                          PurchaseOrderLine.ProductName
string (50)                                           PurchaseOrderLine.ProductNumber
int?                                                  PurchaseOrderLine.ProductSupplierIndustryTypeId
decimal                                               PurchaseOrderLine.Quantity
decimal?                                              PurchaseOrderLine.QuantityDelivered
decimal?                                              PurchaseOrderLine.QuantityRest
bool                                                  PurchaseOrderLine.Sys_Deactivated
bool                                                  PurchaseOrderLine.Sys_Historic
bool                                                  PurchaseOrderLine.Sys_Incomplete
short?                                                PurchaseOrderLine.UnitId
decimal?                                              PurchaseOrderLine.UnitPrice
DeliveryStatusEnum                                    PurchaseOrderLine.Enum_DeliveryStatusId
short                                                 Role.RoleId
string?                                               Role.RoleIdExternal
string? [MultilineText](200)                          Role.Description
string (50)                                           Role.Name
bool                                                  Role.Sys_Deactivated
bool                                                  Role.Sys_Historic
bool                                                  Role.Sys_Incomplete
bool                                                  Role.UserEditable
bool                                                  Role.Ext_Sys_Deactivated
string                                                Role.Ext_ExternalId
string                                                Role.Ext_In_Error_MsgNO
string                                                Role.Ext_In_Error_MsgEN
string                                                Role.Ext_In_Error_TraceId
string                                                Role.Ext_In_Error_TechDetail
string                                                Role.Ext_In_Error_FixLink
bool                                                  Role.Ext_In_Error_SetOK
DateTime                                              Role.Ext_In_LastSyncUTC
string                                                Role.Ext_Out_Error_MsgNO
string                                                Role.Ext_Out_Error_MsgEN
string                                                Role.Ext_Out_Error_TraceId
string                                                Role.Ext_Out_Error_TechDetail
string                                                Role.Ext_Out_Error_FixLink
bool                                                  Role.Ext_Out_Error_SetOK
DateTime                                              Role.Ext_Out_LastSyncUTC
--> ExternalSystemRole[]                              Role.ExternalSystemRoles
short                                                 RolePermission.RolePermissionId
string?                                               RolePermission.RolePermissionIdExternal
string?                                               RolePermission.RoleIdExternal
short                                                 RolePermission.PermissionId
short                                                 RolePermission.RoleId
bool                                                  RolePermission.Sys_Deactivated
bool                                                  RolePermission.Sys_Historic
bool                                                  RolePermission.Sys_Incomplete
bool                                                  RolePermission.Ext_Sys_Deactivated
string                                                RolePermission.Ext_ExternalId
string                                                RolePermission.Ext_In_Error_MsgNO
string                                                RolePermission.Ext_In_Error_MsgEN
string                                                RolePermission.Ext_In_Error_TraceId
string                                                RolePermission.Ext_In_Error_TechDetail
string                                                RolePermission.Ext_In_Error_FixLink
bool                                                  RolePermission.Ext_In_Error_SetOK
DateTime                                              RolePermission.Ext_In_LastSyncUTC
string                                                RolePermission.Ext_Out_Error_MsgNO
string                                                RolePermission.Ext_Out_Error_MsgEN
string                                                RolePermission.Ext_Out_Error_TraceId
string                                                RolePermission.Ext_Out_Error_TechDetail
string                                                RolePermission.Ext_Out_Error_FixLink
bool                                                  RolePermission.Ext_Out_Error_SetOK
DateTime                                              RolePermission.Ext_Out_LastSyncUTC
--> ExternalSystemRolePermission[]                    RolePermission.ExternalSystemRolePermissions
int                                                   ROTCustomerInformation.ROTCustomerInformationId
string?                                               ROTCustomerInformation.InvoiceIdExternal
string (20)                                           ROTCustomerInformation.NationalIdNumber
bool                                                  ROTCustomerInformation.Sys_Deactivated
bool                                                  ROTCustomerInformation.Sys_Historic
bool                                                  ROTCustomerInformation.Sys_Incomplete
int                                                   ScheduledTask.ScheduledTaskId
string?                                               ScheduledTask.ScheduledTaskIdExternal
string?                                               ScheduledTask.ScheduledTaskDefIdExternal
DateTime                                              ScheduledTask.DueDate
bool                                                  ScheduledTask.IsAutomatic
bool                                                  ScheduledTask.IsDone
int                                                   ScheduledTask.LeadDaysForCreation
int                                                   ScheduledTask.LeadDaysForNotification
bool                                                  ScheduledTask.NotifyUser
int?                                                  ScheduledTask.ScheduledTaskDefId
bool                                                  ScheduledTask.Sys_Deactivated
bool                                                  ScheduledTask.Sys_Historic
bool                                                  ScheduledTask.Sys_Incomplete
bool                                                  ScheduledTask.Ext_Sys_Deactivated
string                                                ScheduledTask.Ext_ExternalId
string                                                ScheduledTask.Ext_In_Error_MsgNO
string                                                ScheduledTask.Ext_In_Error_MsgEN
string                                                ScheduledTask.Ext_In_Error_TraceId
string                                                ScheduledTask.Ext_In_Error_TechDetail
string                                                ScheduledTask.Ext_In_Error_FixLink
